manifest_file,fss_source_file,match_type,local_duration_s,source_duration_s,note
vishing_35.wav,녹취상태로 수사진행시에는 제3자소리가 들려선안됩니다.mp3,exact,280.14,279.61,
vishing_36.wav,(피해자가 의심하자) 고객님께서 OO캐시에 대출금 상환하실 때 저희가 중도상환수수료 같은거 요구하던가요_ 저희 도움으로 정상적으로 상환하셨죠_ 사기업체면 이렇게 안합니다.mp3,exact,488.39,488.46,
vishing_37.wav,저희는 코드번호를 가진 금융회사 수탁업체입니다.mp3,exact,80.97,81.55,
vishing_38.wav,(현금 인출책 모집) 저희 쪽 직원에게 수수료를 제한 금액을 전달하시면 됩니다.mp3,exact,158.71,158.8,
vishing_39.wav,(현금인출책 모집) 자동차를 구매하려는 고개들의 체크카드로 입금되는 구매대금을 인출하여 회사계좌로 무통장입금하시면 됩니다.mp3,exact,392.49,392.57,
vishing_40.wav,"일단 접수해드리고, 10분 후에 저희 심사과에서 전화가 갈테니 그때 받아주세요.mp3",exact,146.86,146.68,
vishing_41.wav,(현금인출책으로 이용) 김OO씨한테서 2천만원이 입금될 거에요. 은행에서 무슨 관계냐고 물으면 친오빠라고 하세요.mp3,exact,238.17,238.24,
vishing_42.wav,"최근 2,3년 사이에 핸드폰이나 지갑, 신분증을 분실하신 경험.mp3",exact,72.88,72.96,
vishing_43.wav,10번_3차례 신고된 남성 전화금융사기범 (음성_10).mp4-02.wav,exact,35.66,35.66,
vishing_44.wav,사건개요 말씀해드리겠습니다.mp3,exact,54.85,55.07,
vishing_45.wav,11번수정.mp4-01.wav,exact,137.31,137.31,
vishing_46.wav,15master.mp4-01.wav,exact,60.11,61.71,
vishing_47.wav,"왜 상환처리하냐고 물어보면, 현금이 융통되어서 필요없게 되었다고 답하세요. 점수 올리려고 상환한다고 하시면 안돼요..mp3",exact,101.11,101.12,
vishing_48.wav,12번_3차례 신고된 남성 전화금융사기범 (음성_12).mp4-01.wav,exact,35.59,35.59,
vishing_49.wav,음성안내에 대해 대출상담을 신청하자 시중은행을 사칭.mp3,exact,52.42,52.64,
vishing_50.wav,12번_3차례 신고된 남성 전화금융사기범 (음성_12).mp4-03.wav,exact,33.25,33.25,
vishing_51.wav,3차-(12).4차례 신고된 남성 전화금융사기범 음성 4.mpeg-04.wav,exact,53.58,53.75,
vishing_52.wav,13번수정.mp4-02.wav,exact,29.72,29.72,
vishing_53.wav,13번수정.mp4-03.wav,exact,22.23,22.23,
vishing_54.wav,6차례 신고된 남성 전화금융사기범 음성 2.mpeg-02.wav,exact,47.36,47.65,
vishing_55.wav,12번_3차례 신고된 남성 전화금융사기범 (음성_12).mp4-02.wav,exact,52.31,52.42,
vishing_56.wav,5차례 신고된 남성 전화금융사기범 음성 4.mpeg-04.wav,exact,46.71,46.79,
vishing_57.wav,바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성.mpeg-05.wav,exact,41.11,41.33,
vishing_58.wav,4차례 신고된 남성 전화금융사기범 음성 1.mpeg-04.wav,exact,61.71,61.93,
vishing_59.wav,6차례 신고된 남성 전화금융사기범 음성 2.mpeg-01.wav,exact,43.58,43.7,
vishing_60.wav,3차-(15).4차례 신고된 남성 전화금융사기범 음성 7.mpeg-03.wav,exact,47.24,47.27,
vishing_61.wav,17번수정.mp4-01.wav,exact,65.4,65.48,
vishing_62.wav,"OO컨설팅인데, 고금리 대출 저리로 전환해드려요. 불법 아니고 합법으로 하는 겁니다..mp3",exact,43.8,44.13,
vishing_63.wav,바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성.mpeg-03.wav,exact,47.87,48.44,
vishing_64.wav,16번수정.mp4-01.wav,exact,31.69,31.69,
vishing_65.wav,5차례 신고된 남성 전화금융사기범 음성 3.mpeg-03.wav,exact,71.36,71.57,
vishing_66.wav,16번수정.mp4-03.wav,exact,38.37,38.37,
vishing_67.wav,5차례 신고된 남성 전화금융사기범 음성 2.mpeg-03.wav,exact,65.48,65.67,
vishing_68.wav,17번수정.mp4-02.wav,exact,35.95,35.95,
vishing_69.wav,바로 이 목소리 사례3_F.mpeg-01.wav,exact,55.94,56.06,
vishing_70.wav,계좌개설할때 본인확인하지 않나요.mp3,exact,98.9,98.93,
vishing_71.wav,녹취상태에서 조사가 이뤄질거구요.mp3,exact,1129.4,1129.61,
vishing_72.wav,우리가 이제 금융감독원에 통보를 할꺼예요.mp3,exact,196.88,198.37,
vishing_73.wav,4차례 신고된 남성 전화금융사기범 음성 3.mpeg-01.wav,exact,56.93,56.99,
vishing_74.wav,명의도용 및 양도혐의로 몇가지 확인차 연락드렸습니다.mp3,exact,59.26,59.47,
vishing_75.wav,2번_3차례 신고된 여성 전화금융사기범 (음성_2).mp4-03.wav,exact,68.67,68.67,
vishing_76.wav,3차-(13).4차례 신고된 남성 전화금융사기범 음성 5.mpeg-02.wav,exact,93.97,94.3,
vishing_77.wav,금융사기사건 피의자입니다.mp3,exact,140.95,140.21,
vishing_78.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-01.wav,exact,35.33,35.33,
vishing_79.wav,고객님께서 DTI 점수가 초과되셔서 기존 대출을 부분상환하셔야 합니다.mp3,exact,27.12,27.17,
vishing_80.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-03.wav,exact,25.11,25.11,
vishing_81.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-04.wav,exact,29.91,29.91,
vishing_82.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-05.wav,exact,25.73,25.73,
vishing_83.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-06.wav,exact,23.4,23.4,
vishing_84.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-07.wav,exact,17.2,17.2,
vishing_85.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-08.wav,exact,33.16,33.16,
vishing_86.wav,4차례 신고된 남성 전화금융사기범 음성 1.mpeg-03.wav,exact,52.07,52.15,
vishing_87.wav,3차-(1).16차례 신고된 남성 전화금융사기범 음성.mpeg-10.wav,exact,23.09,23.09,
vishing_88.wav,대출빙자형 사례 2_정부지원자금 대출을 받기 위한 공증서 발급비용 요구.mp4-01.wav,exact,95.01,95.18,
vishing_89.wav,3차-(10).4차례 신고된 남성 전화금융사기범 음성 2.mpeg-02.wav,exact,157.98,157.98,
vishing_90.wav,6번_3차례 신고된 남성 전화금융사기범 (음성_6).mp4-03.wav,exact,41.55,41.81,
vishing_91.wav,3차-(10).4차례 신고된 남성 전화금융사기범 음성 2.mpeg-04.wav,exact,39.29,39.29,
vishing_92.wav,3차-(11).4차례 신고된 남성 전화금융사기범 음성 3.mpeg-01.wav,exact,41.94,41.94,
vishing_93.wav,저희가 연락드린 전반적인 이유는요.mp3,exact,75.22,75.41,
vishing_94.wav,책에다가 체크카드꽂고- 그 책을 박스에 넣고- 그 박스를 테이프로 동봉하셨어요. 퀵서비스 직원 보내드릴게요. 은행에 ATM 1일 현금인출한도는 1천만원으로 변경해주세요.. 은행에 ATM 1일 현금인출한도는 1천만원으로 변경해주세요.mp3,exact,110.84,112.48,
vishing_95.wav,4차례 신고된 여성 전화금융사기범 음성 1.mpeg-02.wav,exact,118.66,118.69,
vishing_96.wav,300~500만원 정도 본인 융통이 되시면 나머지는 저희가 지원금 통해서 같이 상환하는 걸로 도와드리겠습니다.mp3,exact,93.44,94.04,
vishing_97.wav,서울청 수사관인데요. 혹시 72년생 남성 OO를 아시나요.mp3,exact,42.56,42.66,
vishing_98.wav,5차례 신고된 남성 전화금융사기범 음성 5.mpeg-03.wav,exact,63.77,63.82,
vishing_99.wav,8번_3차례 신고된 남성 전화금융사기범 (음성_8).mp4-01.wav,exact,53.75,54.06,
vishing_100.wav,3차-(17).4차례 신고된 남성 전화금융사기범 음성 9.mpeg-03.wav,exact,80.12,80.2,
vishing_101.wav,4차례 신고된 여성 전화금융사기범 음성 1.mpeg-01.wav,exact,94.3,94.69,
vishing_102.wav,11번수정.mp4-03.wav,exact,101.0,101.11,
vishing_103.wav,6차례 신고된 남성 전화금융사기범 음성 3.mpeg-03.wav,exact,48.63,48.65,
vishing_104.wav,사례4 ( 2번 신고된 남성 목소리).mpeg-01.wav,exact,76.55,76.57,
vishing_105.wav,제가 이걸 여쭤보는 이유는요.mp3,exact,71.72,72.18,
vishing_106.wav,4차례 신고된 남성 전화금융사기범 음성 3.mpeg-03.wav,exact,86.35,86.45,
vishing_107.wav,3차-(14).4차례 신고된 남성 전화금융사기범 음성 6.mpeg-04.wav,exact,64.4,64.4,
vishing_108.wav,좀 크게 좀 말씀해주세요.mp3,exact,49.39,49.63,
vishing_109.wav,3차-(15).4차례 신고된 남성 전화금융사기범 음성 7.mpeg-02.wav,exact,73.02,73.02,
vishing_110.wav,13번수정.mp4-04.wav,exact,47.27,47.36,
vishing_111.wav,3차-(4).5차례 신고된 남성 전화금융사기범 음성 2.mpeg-04.wav,exact,71.28,71.34,
vishing_112.wav,1차 심사가 완료되었는데 이 결과를 자산관리공사에 올려서 보증보험사가 발급되어야 대출이 됩니다..mp3,exact,98.58,98.9,
vishing_113.wav,4차례 신고된 남성 전화금융사기범 음성 2.mpeg-04.wav,exact,65.05,65.06,
vishing_114.wav,3차-(16).4차례 신고된 남성 전화금융사기범 음성 8.mpeg-03.wav,exact,64.05,64.05,
vishing_115.wav,기억이 안나신다는 말씀이시죠.mp3,exact,124.6,124.94,
vishing_116.wav,만약 대출금 지급이 거절되면 제가 제 사비로 직접 대출을 받아서 오천만원 보내드리겠습니다.mp3,exact,115.43,115.98,
vishing_117.wav,"OO저축은행 법인 콜센터인데, 타사 대출을 저금리로 채무통합해드리겠습니다.mp3",exact,45.83,45.93,
vishing_118.wav,5차례 신고된 남성 전화금융사기범 음성 2.mpeg-01.wav,exact,80.2,80.41,
vishing_119.wav,4차례 신고된 남성 전화금융사기범 음성 1.mpeg-01.wav,exact,50.7,50.71,
vishing_120.wav,3차-(2).6차례 신고된 남성 전화금융사기범 음성.mpeg-01.wav,exact,38.2,38.2,
vishing_121.wav,5번수정.mp4-01.wav,exact,50.02,50.13,
vishing_122.wav,3차-(2).6차례 신고된 남성 전화금융사기범 음성.mpeg-03.wav,exact,33.88,33.88,
vishing_123.wav,3차-(2).6차례 신고된 남성 전화금융사기범 음성.mpeg-04.wav,exact,40.08,40.08,
vishing_124.wav,6차례 신고된 남성 전화금융사기범 음성 1.mpeg-06.wav,exact,65.88,65.88,
vishing_125.wav,사례8 ( 2번 신고된 여성 목소리).mpeg-02.wav,exact,51.75,51.83,
vishing_126.wav,3차-(3).5차례 신고된 남성 전화금융사기범 음성 1.mpeg-01.wav,exact,29.27,29.27,
vishing_127.wav,3차-(3).5차례 신고된 남성 전화금융사기범 음성 1.mpeg-02.wav,exact,25.1,25.1,
vishing_128.wav,3차-(3).5차례 신고된 남성 전화금융사기범 음성 1.mpeg-03.wav,exact,38.6,38.6,
vishing_129.wav,3차-(3).5차례 신고된 남성 전화금융사기범 음성 1.mpeg-04.wav,exact,18.21,18.21,
vishing_130.wav,3차-(3).5차례 신고된 남성 전화금융사기범 음성 1.mpeg-05.wav,exact,39.96,39.96,
vishing_131.wav,3차-(4).5차례 신고된 남성 전화금융사기범 음성 2.mpeg-01.wav,exact,34.09,34.09,
vishing_132.wav,2번_3차례 신고된 여성 전화금융사기범 (음성_2).mp4-02.wav,exact,58.84,59.26,
vishing_133.wav,3차-(4).5차례 신고된 남성 전화금융사기범 음성 2.mpeg-03.wav,exact,23.74,23.74,
vishing_134.wav,16번수정.mp4-02.wav,exact,71.34,71.36,
vishing_135.wav,3차-(4).5차례 신고된 남성 전화금융사기범 음성 2.mpeg-05.wav,exact,49.75,49.75,
vishing_136.wav,3차-(5).5차례 신고된 남성 전화금융사기범 음성 3.mpeg-01.wav,exact,55.3,55.3,
vishing_137.wav,5차례 신고된 남성 전화금융사기범 음성 2.mpeg-05.wav,exact,66.97,67.1,
vishing_138.wav,3차-(2).6차례 신고된 남성 전화금융사기범 음성.mpeg-06.wav,exact,51.33,51.75,
vishing_139.wav,바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_1.mpeg-04.wav,exact,41.02,41.03,
vishing_140.wav,5차례 신고된 남성 전화금융사기범 음성 1.mpeg-01.wav,exact,69.75,70.0,
vishing_141.wav,6차례 신고된 남성 전화금융사기범 음성 3.mpeg-02.wav,exact,76.28,76.35,
vishing_142.wav,5차례 신고된 남성 전화금융사기범 음성 1.mpeg-02.wav,exact,109.59,110.81,
vishing_143.wav,3차-(6).5차례 신고된 남성 전화금융사기범 음성 4.mpeg-04.wav,exact,18.08,18.08,
vishing_144.wav,"명의도용당한 피해자인지, 사기에 가담하신 가해자인지 확인하겠다.mp3",exact,127.09,127.35,
vishing_145.wav,협조를 안해주는데 사기범과 공모한 사실이 있는 것 아니냐.mp3,exact,50.74,51.25,
vishing_146.wav,2번_3차례 신고된 여성 전화금융사기범 (음성_2).mp4-01.wav,exact,56.77,56.93,
vishing_147.wav,3차-(7).5차례 신고된 여성 전화금융사기범 음성 1.mpeg-04.wav,exact,32.63,32.63,
vishing_148.wav,4차례 신고된 남성 전화금융사기범 음성 5.mpeg-01.wav,exact,62.48,62.66,
vishing_149.wav,얼마전 김OO 금융사기단을 검거했는데요.mp3,exact,99.36,99.39,
vishing_150.wav,3차-(8).5차례 신고된 여성 전화금융사기범 음성 2.mpeg-02.wav,exact,33.91,33.91,
vishing_151.wav,3차-(8).5차례 신고된 여성 전화금융사기범 음성 2.mpeg-03.wav,exact,103.42,103.42,
vishing_152.wav,3차-(17).4차례 신고된 남성 전화금융사기범 음성 9.mpeg-02.wav,exact,45.55,45.83,
vishing_153.wav,"이 상품은 정부지원자금대출이기 때문에, 현재 고객님의 대출 현황을 말씀해주셔야 해요.mp3",exact,129.32,130.87,
vishing_154.wav,3차-(17).4차례 신고된 남성 전화금융사기범 음성 9.mpeg-01.wav,exact,114.17,115.43,
vishing_155.wav,개인정보 유출되어 명의도용 당하신 피해자이신지 조사하려 연락했다.mp3,exact,102.28,103.22,
vishing_156.wav,"(인출책 모집수법) 환전 시 한 통장에 3천만원 이상 거래되면 세금이 많이 나오기 때문에, 알바생을 뽑아 금전 인출 업무를 맡기고 있다.mp3",exact,484.47,485.33,
vishing_157.wav,3차-(7).5차례 신고된 여성 전화금융사기범 음성 1.mpeg-02.wav,exact,50.71,50.74,
vishing_158.wav,4차례 신고된 남성 전화금융사기범 음성 1.mpeg-02.wav,exact,34.25,34.25,
vishing_159.wav,14번수정.mp4-01.wav,exact,52.15,52.31,
vishing_160.wav,3차-(7).5차례 신고된 여성 전화금융사기범 음성 1.mpeg-05.wav,exact,61.93,62.48,
vishing_161.wav,3차-(5).5차례 신고된 남성 전화금융사기범 음성 3.mpeg-04.wav,exact,40.85,41.02,
vishing_162.wav,4차례 신고된 남성 전화금융사기범 음성 2.mpeg-02.wav,exact,64.6,64.6,
vishing_163.wav,금감원_보이스피싱_8_수정06.mp4.wav,exact,63.57,63.6,
vishing_164.wav,6차례 신고된 남성 전화금융사기범 음성 1.mpeg-04.wav,exact,65.06,65.23,
vishing_165.wav,[검찰사칭] 서울 중앙지검입니다.mp3,exact,56.99,57.43,
vishing_166.wav,4차례 신고된 남성 전화금융사기범 음성 3.mpeg-02.wav,exact,42.68,42.68,
vishing_167.wav,4차례 신고된 남성 전화금융사기범 음성 3.mpeg-04.wav,exact,86.45,86.45,
vishing_168.wav,제가 지금 수업중인데 어떤일인데요.mp3,exact,86.45,87.17,
vishing_169.wav,4차례 신고된 남성 전화금융사기범 음성 4.mpeg-01.wav,exact,40.2,40.2,
vishing_170.wav,4차례 신고된 남성 전화금융사기범 음성 4.mpeg-02.wav,exact,29.9,29.9,
vishing_171.wav,경제범죄수사과 송두영수사관이라고 하는데요.mp3,exact,116.05,116.3,
vishing_172.wav,4차례 신고된 남성 전화금융사기범 음성 4.mpeg-04.wav,exact,32.4,32.4,
vishing_173.wav,(경찰 사칭)강남서 사이버수사과입니다_.mp3,exact,62.66,63.07,
vishing_174.wav,3차-(10).4차례 신고된 남성 전화금융사기범 음성 2.mpeg-01.wav,exact,94.99,95.01,
vishing_175.wav,4차례 신고된 남성 전화금융사기범 음성 5.mpeg-03.wav,exact,36.84,36.84,
vishing_176.wav,(1) 고객님께 배정된 법무사님께 98만원 송금 부탁드립니다.mp3,exact,92.99,93.22,
vishing_177.wav,4차례 신고된 남성 전화금융사기범 음성 6.mpeg-01.wav,exact,83.35,83.35,
vishing_178.wav,(대출빙자형)KB저축은행인데요 카카오톡친구추천부탁드립니다__2.mp3,exact,82.95,83.19,
vishing_179.wav,3차-(9).4차례 신고된 남성 전화금융사기범 음성 1.mpeg-03.wav,exact,101.6,102.28,
vishing_180.wav,4차례 신고된 남성 전화금융사기범 음성 5.mpeg-04.wav,exact,92.89,92.99,
vishing_181.wav,본인께서는 개설여부에 대해 전혀 몰랐었다구요.mp3,exact,58.63,58.67,
vishing_182.wav,3차-(7).5차례 신고된 여성 전화금융사기범 음성 1.mpeg-01.wav,exact,126.7,127.09,
vishing_183.wav,4차례 신고된 남성 전화금융사기범 음성 6.mpeg-04.wav,exact,92.76,92.89,
vishing_184.wav,3차-(16).4차례 신고된 남성 전화금융사기범 음성 8.mpeg-01.wav,exact,97.83,98.58,
vishing_185.wav,4차례 신고된 남성 전화금융사기범.mp4-01.wav,exact,70.76,70.76,
vishing_186.wav,4차례 신고된 남성 전화금융사기범.mp4-02.wav,exact,39.41,39.41,
vishing_187.wav,4차례 신고된 남성 전화금융사기범.mp4-03.wav,exact,37.8,37.8,
vishing_188.wav,4차례 신고된 남성 전화금융사기범.mp4-04.wav,exact,28.47,28.47,
vishing_189.wav,사례6 ( 2번 신고된 남성 목소리).mpeg-02.wav,exact,94.69,94.93,
vishing_190.wav,"심사과에 얘기해서 대출 승인되도록 약속드릴테니까, 고객님은 나중에 딴 말 하지 마십시오.mp3",exact,118.69,118.96,
vishing_191.wav,vstop_quiz-03.mp4,exact,73.87,74.76,
vishing_192.wav,기존 대출금 일부를 변제해야 저금리로 대출이 가능.mp3,exact,53.02,53.47,
vishing_193.wav,4차례 신고된 여성 전화금융사기범 음성 2.mpeg-01.wav,exact,87.49,87.49,
vishing_194.wav,NEW [대출빙자형 9] ARS로 대출안내를 신청한 피해자에게 대출상품을 안내해 줄 것처럼 속임.mp3,exact,79.78,79.93,
vishing_195.wav,4차례 신고된 여성 전화금융사기범 음성 2.mpeg-03.wav,exact,78.75,78.75,
vishing_196.wav,부산고등검찰청 형사1부_개인정보 유출건이라며 질문.mp3,exact,49.15,49.24,
vishing_197.wav,4차례 신고된 여성 전화금융사기범.mp4-01.wav,exact,26.31,26.31,
vishing_198.wav,4차례 신고된 여성 전화금융사기범.mp4-02.wav,exact,40.52,40.52,
vishing_199.wav,바로 이 목소리 사례3_F.mpeg-03.wav,exact,56.23,56.25,
vishing_200.wav,OO씨는 돈을 받고 통장을 판매한 용의자이십니다.mp3,exact,50.13,50.31,
vishing_201.wav,5번수정.mp4-02.wav,exact,33.18,33.18,
vishing_202.wav,3차-(4).5차례 신고된 남성 전화금융사기범 음성 2.mpeg-02.wav,exact,58.76,58.84,
vishing_203.wav,5번수정.mp4-04.wav,exact,23.12,23.12,
vishing_204.wav,몇가지 확인차 연락을 드렸어요.mp3,exact,70.0,70.5,
vishing_205.wav,3차-(11).4차례 신고된 남성 전화금융사기범 음성 3.mpeg-03.wav,exact,110.81,110.84,
vishing_206.wav,5차례 신고된 남성 전화금융사기범 음성 3.mpeg-04.wav,exact,90.76,91.16,
vishing_207.wav,대본을 읽는 어설픈 그놈.mp3,exact,68.12,68.6,
vishing_208.wav,(통장매매) 사장님께서 안쓰시는 계좌 있으시면 월 400~450만원까지 선지급해드리고 임대하고 있어 연락 드렸습니다.mp3,exact,66.62,66.8,
vishing_209.wav,소환장 보내드릴게요.mp3,exact,80.41,80.59,
vishing_210.wav,3차-(16).4차례 신고된 남성 전화금융사기범 음성 8.mpeg-04.wav,exact,123.19,124.6,
vishing_211.wav,3차-(2).6차례 신고된 남성 전화금융사기범 음성.mpeg-05.wav,exact,65.67,65.88,
vishing_212.wav,금감원 은행조사관 사칭 명의도용 사건.mp3,exact,106.24,106.73,
vishing_213.wav,잠시 시간가능하세요.mp3,exact,67.1,67.32,
vishing_214.wav,시티캐피탈사칭.mp3,exact,107.41,108.72,
vishing_215.wav,3차-(2).6차례 신고된 남성 전화금융사기범 음성.mpeg-02.wav,exact,49.99,50.02,
vishing_216.wav,3차-(14).4차례 신고된 남성 전화금융사기범 음성 6.mpeg-02.wav,exact,71.57,71.72,
vishing_217.wav,출입국 관리 사무국 직원 사칭(여름 휴가철 보이스피싱_1).mp4-01.wav,exact,91.16,91.74,
vishing_218.wav,[정부기관사칭_1단계] 피해자에게 접근.mp3,exact,38.71,38.74,
vishing_219.wav,5차례 신고된 남성 전화금융사기범 음성 4.mpeg-01.wav,exact,84.28,84.28,
vishing_220.wav,5차례 신고된 남성 전화금융사기범 음성 4.mpeg-02.wav,exact,34.17,34.17,
vishing_221.wav,10번_3차례 신고된 남성 전화금융사기범 (음성_10).mp4-03.wav,exact,54.84,54.85,
vishing_222.wav,사건 개요를 말씀드릴게요.mp3,exact,46.79,47.01,
vishing_223.wav,현대캐피탈 자금회수팀입니다. 저희 쪽으로 상환요청이 들어와서 연락드렸습니다.mp3,exact,88.69,89.23,
vishing_224.wav,"에이 OOO아, 토달지 말고 끊어라.mp3",exact,87.55,88.61,
